"CRFDraftID","DraftBackup","RestoredToEntryID","UploadDateTime","UploadedByUserID","UploadedFile","UploadTrailEntryID","UploadType"
"1","␀","␀","10/07/2019 01:24:21","1","0x","1","NewDraftCreation"
